"hmdb_Id"	"kegg_Id"	"super_class"	"class"
"18640"	"HMDB37780"	"NA"	"Lipids"	"Prenol Lipids"
"18641"	"HMDB37781"	"NA"	"Lipids"	"Prenol Lipids"
"18642"	"HMDB37782"	"NA"	"Lipids"	"Prenol Lipids"
"18643"	"HMDB37783"	"NA"	"Lipids"	"Prenol Lipids"
"18644"	"HMDB37784"	"NA"	"Lipids"	"Prenol Lipids"
"18645"	"HMDB37785"	"NA"	"Polyketides"	"Flavonoids"
"18646"	"HMDB37786"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Dihydrofurans"
"18647"	"HMDB37787"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Imidazolines"
"18648"	"HMDB37788"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Dihydrofurans"
"18649"	"HMDB37789"	"NA"	"Lipids"	"Prenol Lipids"
"18650"	"HMDB37790"	"C01092"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"18651"	"HMDB37791"	"NA"	"Lipids"	"Fatty Alcohols"
"18652"	"HMDB37792"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenylpropenes"
"18653"	"HMDB37793"	"NA"	"Lipids"	"Prenol Lipids"
"18654"	"HMDB37794"	"NA"	"Lipids"	"Prenol Lipids"
"18655"	"HMDB37795"	"NA"	"Lipids"	"Prenol Lipids"
"18656"	"HMDB37796"	"NA"	"Lipids"	"Prenol Lipids"
"18657"	"HMDB37797"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Quinolines and Derivatives"
"18658"	"HMDB37798"	"C08285"	"Lipids"	"Fatty Acids and Conjugates"
"18659"	"HMDB37799"	"NA"	"Lipids"	"Prenol Lipids"
"18660"	"HMDB37800"	"NA"	"Lipids"	"Prenol Lipids"
"18661"	"HMDB37801"	"NA"	"Lipids"	"Prenol Lipids"
"18662"	"HMDB37802"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Phenols and Derivatives"
"18663"	"HMDB37803"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzenesulfonic Acid Derivatives"
"18664"	"HMDB37805"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"18665"	"HMDB37806"	"NA"	"Lipids"	"Prenol Lipids"
"18666"	"HMDB37807"	"NA"	"Aliphatic Acyclic Compounds"	"Carbonyl Compounds"
"18667"	"HMDB37808"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Thioacetals"
"18668"	"HMDB37809"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Thioacetals"
"18669"	"HMDB37810"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Quinolines and Derivatives"
"18670"	"HMDB37811"	"NA"	"Lipids"	"Prenol Lipids"
"18671"	"HMDB37813"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"18672"	"HMDB37814"	"NA"	"Lipids"	"Fatty Acid Esters"
"18673"	"HMDB37815"	"NA"	"Lipids"	"Prenol Lipids"
"18674"	"HMDB37816"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Oxolanes"
"18675"	"HMDB37817"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"18676"	"HMDB37818"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18677"	"HMDB37819"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Diazines"
"18678"	"HMDB37820"	"NA"	"Aromatic Homomonocyclic Compounds"	"Acetals"
"18679"	"HMDB37821"	"C02108"	"Lipids"	"Prenol Lipids"
"18680"	"HMDB37822"	"NA"	"Aliphatic Acyclic Compounds"	"Trialkylamines"
"18681"	"HMDB37823"	"NA"	"Lipids"	"Prenol Lipids"
"18682"	"HMDB37824"	"NA"	"Lipids"	"Prenol Lipids"
"18683"	"HMDB37825"	"NA"	"Aliphatic Acyclic Compounds"	"Acyclic Hydrocarbons"
"18684"	"HMDB37826"	"NA"	"Lipids"	"Prenol Lipids"
"18685"	"HMDB37827"	"NA"	"Lipids"	"Prenol Lipids"
"18686"	"HMDB37828"	"NA"	"Aliphatic Acyclic Compounds"	"Acyclic Hydrocarbons"
"18687"	"HMDB37829"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"18688"	"HMDB37830"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"18689"	"HMDB37831"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"18690"	"HMDB37832"	"NA"	"Lipids"	"Prenol Lipids"
"18691"	"HMDB37833"	"NA"	"Organic Halides"	"Organoiodides"
"18692"	"HMDB37834"	"NA"	"Lipids"	"Prenol Lipids"
"18693"	"HMDB37835"	"NA"	"Aromatic Homomonocyclic Compounds"	"Benzenesulfonic Acid Derivatives"
"18694"	"HMDB37836"	"NA"	"Aromatic Homomonocyclic Compounds"	"Acenes"
"18695"	"HMDB37837"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18696"	"HMDB37838"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18697"	"HMDB37839"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18698"	"HMDB37840"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18699"	"HMDB37841"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18700"	"HMDB37842"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18701"	"HMDB37843"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18702"	"HMDB37844"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18703"	"HMDB37845"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18704"	"HMDB37846"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18705"	"HMDB37847"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18706"	"HMDB37848"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"18707"	"HMDB37849"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"18708"	"HMDB37850"	"NA"	"Polyketides"	"Flavonoids"
"18709"	"HMDB37851"	"NA"	"Polyketides"	"Flavonoids"
"18710"	"HMDB37852"	"NA"	"Polyketides"	"Flavonoids"
"18711"	"HMDB37853"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18712"	"HMDB37854"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18713"	"HMDB37855"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18714"	"HMDB37856"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18715"	"HMDB37857"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18716"	"HMDB37858"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18717"	"HMDB37859"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18718"	"HMDB37860"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18719"	"HMDB37861"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18720"	"HMDB37862"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18721"	"HMDB37863"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18722"	"HMDB37864"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18723"	"HMDB37865"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18724"	"HMDB37866"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18725"	"HMDB37867"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18726"	"HMDB37868"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18727"	"HMDB37869"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18728"	"HMDB37870"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18729"	"HMDB37871"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18730"	"HMDB37872"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18731"	"HMDB37873"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18732"	"HMDB37874"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18733"	"HMDB37875"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18734"	"HMDB37876"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18735"	"HMDB37877"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"18736"	"HMDB37878"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18737"	"HMDB37879"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18738"	"HMDB37880"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18739"	"HMDB37881"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18740"	"HMDB37882"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18741"	"HMDB37883"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18742"	"HMDB37884"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18743"	"HMDB37885"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18744"	"HMDB37886"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18745"	"HMDB37887"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18746"	"HMDB37888"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18747"	"HMDB37889"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18748"	"HMDB37890"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18749"	"HMDB37891"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18750"	"HMDB37892"	"NA"	"Lipids"	"Prenol Lipids"
"18751"	"HMDB37893"	"NA"	"Lipids"	"Prenol Lipids"
"18752"	"HMDB37894"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18753"	"HMDB37895"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18754"	"HMDB37896"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18755"	"HMDB37897"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18756"	"HMDB37898"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18757"	"HMDB37899"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18758"	"HMDB37900"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18759"	"HMDB37901"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18760"	"HMDB37902"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"18761"	"HMDB37904"	"NA"	"Lipids"	"Prenol Lipids"
"18762"	"HMDB37905"	"NA"	"Lipids"	"Prenol Lipids"
"18763"	"HMDB37906"	"NA"	"Lipids"	"Prenol Lipids"
"18764"	"HMDB37907"	"NA"	"Lipids"	"Prenol Lipids"
"18765"	"HMDB37908"	"NA"	"Lipids"	"Prenol Lipids"
"18766"	"HMDB37909"	"NA"	"Lipids"	"Prenol Lipids"
"18767"	"HMDB37910"	"NA"	"Lipids"	"Prenol Lipids"
"18768"	"HMDB37911"	"NA"	"Lipids"	"Prenol Lipids"
"18769"	"HMDB37912"	"NA"	"Lipids"	"Prenol Lipids"
"18770"	"HMDB37913"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"18771"	"HMDB37914"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"18772"	"HMDB37915"	"NA"	"Lipids"	"Prenol Lipids"
"18773"	"HMDB37916"	"NA"	"Polyketides"	"Flavonoids"
"18774"	"HMDB37917"	"NA"	"Polyketides"	"Flavonoids"
"18775"	"HMDB37918"	"NA"	"Polyketides"	"Flavonoids"
"18776"	"HMDB37919"	"NA"	"Lipids"	"Prenol Lipids"
"18777"	"HMDB37920"	"NA"	"Polyketides"	"Flavonoids"
"18778"	"HMDB37921"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"18779"	"HMDB37922"	"C05229"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"18780"	"HMDB37923"	"NA"	"Lipids"	"Prenol Lipids"
"18781"	"HMDB37924"	"NA"	"Lipids"	"Prenol Lipids"
"18782"	"HMDB37925"	"NA"	"Lipids"	"Prenol Lipids"
"18783"	"HMDB37926"	"NA"	"Lipids"	"Prenol Lipids"
"18784"	"HMDB37927"	"NA"	"Polyketides"	"Flavonoids"
"18785"	"HMDB37928"	"NA"	"Polyketides"	"Flavonoids"
"18786"	"HMDB37929"	"NA"	"Lipids"	"Prenol Lipids"
"18787"	"HMDB37930"	"NA"	"Lipids"	"Prenol Lipids"
"18788"	"HMDB37931"	"NA"	"Lipids"	"Prenol Lipids"
"18789"	"HMDB37932"	"NA"	"Polyketides"	"Flavonoids"
"18790"	"HMDB37933"	"NA"	"Polyketides"	"Flavonoids"
"18791"	"HMDB37934"	"NA"	"Polyketides"	"Flavonoids"
"18792"	"HMDB37935"	"NA"	"Polyketides"	"Flavonoids"
"18793"	"HMDB37936"	"NA"	"Polyketides"	"Flavonoids"
"18794"	"HMDB37937"	"NA"	"Polyketides"	"Flavonoids"
"18795"	"HMDB37938"	"NA"	"Polyketides"	"Flavonoids"
"18796"	"HMDB37939"	"NA"	"Lipids"	"Prenol Lipids"
"18797"	"HMDB37940"	"NA"	"Lipids"	"Prenol Lipids"
"18798"	"HMDB37941"	"NA"	"Lipids"	"Prenol Lipids"
"18799"	"HMDB37942"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"18800"	"HMDB37943"	"NA"	"Polyketides"	"Flavonoids"
"18801"	"HMDB37944"	"NA"	"Polyketides"	"Flavonoids"
"18802"	"HMDB37945"	"NA"	"Polyketides"	"Flavonoids"
"18803"	"HMDB37946"	"NA"	"Polyketides"	"Flavonoids"
"18804"	"HMDB37947"	"NA"	"Polyketides"	"Flavonoids"
"18805"	"HMDB37948"	"NA"	"Polyketides"	"Flavonoids"
"18806"	"HMDB37949"	"C09617"	"Polyketides"	"Flavonoids"
"18807"	"HMDB37950"	"NA"	"Polyketides"	"Flavonoids"
"18808"	"HMDB37951"	"NA"	"Polyketides"	"Flavonoids"
"18809"	"HMDB37952"	"NA"	"Polyketides"	"Flavonoids"
"18810"	"HMDB37953"	"C14079"	"Polyketides"	"Flavonoids"
"18811"	"HMDB37954"	"C09728"	"Polyketides"	"Flavonoids"
"18812"	"HMDB37955"	"NA"	"Polyketides"	"Flavonoids"
"18813"	"HMDB37956"	"NA"	"Lipids"	"Prenol Lipids"
"18814"	"HMDB37957"	"NA"	"Polyketides"	"Flavonoids"
"18815"	"HMDB37958"	"NA"	"Polyketides"	"Flavonoids"
"18816"	"HMDB37959"	"NA"	"Polyketides"	"Flavonoids"
"18817"	"HMDB37960"	"NA"	"Polyketides"	"Flavonoids"
"18818"	"HMDB37961"	"NA"	"Lipids"	"Prenol Lipids"
"18819"	"HMDB37963"	"NA"	"Lipids"	"Prenol Lipids"
"18820"	"HMDB37964"	"NA"	"Polyketides"	"Flavonoids"
"18821"	"HMDB37965"	"NA"	"Tannins"	"Proanthocyanidins"
"18822"	"HMDB37966"	"NA"	"Tannins"	"Proanthocyanidins"
"18823"	"HMDB37967"	"NA"	"Tannins"	"Proanthocyanidins"
"18824"	"HMDB37968"	"NA"	"Tannins"	"Proanthocyanidins"
"18825"	"HMDB37969"	"NA"	"Lipids"	"Prenol Lipids"
"18826"	"HMDB37970"	"NA"	"Polyketides"	"Flavonoids"
"18827"	"HMDB37971"	"NA"	"Polyketides"	"Flavonoids"
"18828"	"HMDB37972"	"NA"	"Polyketides"	"Flavonoids"
"18829"	"HMDB37973"	"C08629"	"Polyketides"	"Flavonoids"
"18830"	"HMDB37974"	"NA"	"Polyketides"	"Flavonoids"
"18831"	"HMDB37975"	"NA"	"Polyketides"	"Flavonoids"
"18832"	"HMDB37976"	"NA"	"Polyketides"	"Flavonoids"
"18833"	"HMDB37977"	"C08647"	"Polyketides"	"Flavonoids"
"18834"	"HMDB37978"	"NA"	"Polyketides"	"Flavonoids"
"18835"	"HMDB37979"	"NA"	"Polyketides"	"Flavonoids"
"18836"	"HMDB37980"	"NA"	"Polyketides"	"Flavonoids"
"18837"	"HMDB37981"	"NA"	"Polyketides"	"Flavonoids"
"18838"	"HMDB37982"	"NA"	"Polyketides"	"Flavonoids"
"18839"	"HMDB37983"	"NA"	"Polyketides"	"Flavonoids"
"18840"	"HMDB37984"	"NA"	"Polyketides"	"Flavonoids"
"18841"	"HMDB37985"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Acetophenones"
"18842"	"HMDB37986"	"NA"	"Polyketides"	"Flavonoids"
"18843"	"HMDB37987"	"NA"	"Polyketides"	"Flavonoids"
"18844"	"HMDB37988"	"NA"	"Polyketides"	"Flavonoids"
"18845"	"HMDB37989"	"NA"	"Polyketides"	"Flavonoids"
"18846"	"HMDB37990"	"NA"	"Polyketides"	"Flavonoids"
"18847"	"HMDB37991"	"NA"	"Polyketides"	"Flavonoids"
"18848"	"HMDB37992"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Piperidines"
"18849"	"HMDB37993"	"NA"	"Polyketides"	"Flavonoids"
"18850"	"HMDB37994"	"NA"	"Polyketides"	"Flavonoids"
"18851"	"HMDB37995"	"NA"	"Polyketides"	"Flavonoids"
"18852"	"HMDB37996"	"NA"	"Polyketides"	"Flavonoids"
"18853"	"HMDB37997"	"C12138"	"Polyketides"	"Flavonoids"
"18854"	"HMDB37998"	"NA"	"Polyketides"	"Flavonoids"
"18855"	"HMDB37999"	"NA"	"Polyketides"	"Flavonoids"
"18856"	"HMDB38000"	"C08653"	"Polyketides"	"Flavonoids"
"18857"	"HMDB38001"	"C16315"	"Polyketides"	"Flavonoids"
"18858"	"HMDB38002"	"NA"	"Polyketides"	"Flavonoids"
"18859"	"HMDB38003"	"NA"	"Polyketides"	"Flavonoids"
"18860"	"HMDB38004"	"NA"	"Polyketides"	"Flavonoids"
"18861"	"HMDB38005"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Dihydrofurans"
"18862"	"HMDB38006"	"NA"	"Polyketides"	"Flavonoids"
"18863"	"HMDB38007"	"NA"	"Polyketides"	"Flavonoids"
"18864"	"HMDB38008"	"NA"	"Polyketides"	"Flavonoids"
"18865"	"HMDB38009"	"NA"	"Polyketides"	"Flavonoids"
"18866"	"HMDB38010"	"NA"	"Polyketides"	"Flavonoids"
"18867"	"HMDB38011"	"NA"	"Polyketides"	"Flavonoids"
"18868"	"HMDB38012"	"NA"	"Polyketides"	"Flavonoids"
"18869"	"HMDB38013"	"NA"	"Lipids"	"Prenol Lipids"
"18870"	"HMDB38014"	"NA"	"Lipids"	"Prenol Lipids"
"18871"	"HMDB38015"	"NA"	"Lipids"	"Prenol Lipids"
"18872"	"HMDB38016"	"NA"	"Lipids"	"Prenol Lipids"
"18873"	"HMDB38017"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Cinnamic Acid Derivatives"
"18874"	"HMDB38018"	"NA"	"Lipids"	"Prenol Lipids"
"18875"	"HMDB38019"	"NA"	"Lipids"	"Prenol Lipids"
"18876"	"HMDB38020"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"18877"	"HMDB38021"	"NA"	"Lipids"	"Prenol Lipids"
"18878"	"HMDB38022"	"NA"	"Lipids"	"Prenol Lipids"
"18879"	"HMDB38023"	"NA"	"Lipids"	"Prenol Lipids"
"18880"	"HMDB38024"	"NA"	"Lipids"	"Prenol Lipids"
"18881"	"HMDB38025"	"NA"	"Lipids"	"Prenol Lipids"
"18882"	"HMDB38026"	"NA"	"Lipids"	"Prenol Lipids"
"18883"	"HMDB38027"	"NA"	"Lipids"	"Prenol Lipids"
"18884"	"HMDB38028"	"NA"	"Lipids"	"Prenol Lipids"
"18885"	"HMDB38029"	"NA"	"Lipids"	"Prenol Lipids"
"18886"	"HMDB38030"	"NA"	"Polyketides"	"Flavonoids"
"18887"	"HMDB38031"	"NA"	"Lipids"	"Prenol Lipids"
"18888"	"HMDB38032"	"NA"	"Polyketides"	"Flavonoids"
"18889"	"HMDB38033"	"NA"	"Polyketides"	"Flavonoids"
"18890"	"HMDB38034"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"18891"	"HMDB38035"	"NA"	"Lipids"	"Fatty Alcohols"
"18892"	"HMDB38036"	"C19318"	"Lipids"	"Fatty Acid Esters"
"18893"	"HMDB38037"	"NA"	"Lipids"	"Fatty Alcohols"
"18894"	"HMDB38038"	"NA"	"Lipids"	"Fatty Acid Esters"
"18895"	"HMDB38040"	"NA"	"Lipids"	"Fatty Acid Esters"
"18896"	"HMDB38041"	"NA"	"Polyketides"	"Flavonoids"
"18897"	"HMDB38042"	"NA"	"Polyketides"	"Flavonoids"
"18898"	"HMDB38043"	"NA"	"Polyketides"	"Flavonoids"
"18899"	"HMDB38044"	"NA"	"Polyketides"	"Flavonoids"
"18900"	"HMDB38045"	"NA"	"Polyketides"	"Flavonoids"
"18901"	"HMDB38046"	"NA"	"Lipids"	"Prenol Lipids"
"18902"	"HMDB38047"	"NA"	"Lipids"	"Prenol Lipids"
"18903"	"HMDB38048"	"NA"	"Polyketides"	"Flavonoids"
"18904"	"HMDB38049"	"NA"	"Polyketides"	"Flavonoids"
"18905"	"HMDB38050"	"NA"	"Aromatic Homomonocyclic Compounds"	"Cinnamic Acid Derivatives"
"18906"	"HMDB38051"	"NA"	"Lipids"	"Prenol Lipids"
"18907"	"HMDB38052"	"NA"	"Lipids"	"Prenol Lipids"
"18908"	"HMDB38053"	"NA"	"Mixed Metal/Non-metal Compounds"	"Alkaline Earth Metal Oxoanionic Compounds"
"18909"	"HMDB38054"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzoxazines"
"18910"	"HMDB38055"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzoxazines"
"18911"	"HMDB38056"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"18912"	"HMDB38057"	"NA"	"Lipids"	"Sphingolipids"
"18913"	"HMDB38058"	"NA"	"Lipids"	"Glycerolipids"
"18914"	"HMDB38059"	"NA"	"Lipids"	"Glycerolipids"
"18915"	"HMDB38060"	"NA"	"Lipids"	"Glycerolipids"
"18916"	"HMDB38061"	"NA"	"Lipids"	"Glycerolipids"
"18917"	"HMDB38062"	"NA"	"Lipids"	"Prenol Lipids"
"18918"	"HMDB38063"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"18919"	"HMDB38064"	"NA"	"Aromatic Homomonocyclic Compounds"	"Cinnamic Acid Derivatives"
"18920"	"HMDB38065"	"NA"	"Aromatic Homomonocyclic Compounds"	"Cinnamic Acid Derivatives"
"18921"	"HMDB38066"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzophenones"
"18922"	"HMDB38067"	"NA"	"Lipids"	"Fatty Alcohols"
"18923"	"HMDB38068"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"18924"	"HMDB38069"	"NA"	"Polyketides"	"Flavonoids"
"18925"	"HMDB38070"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"18926"	"HMDB38072"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"18927"	"HMDB38073"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"18928"	"HMDB38078"	"NA"	"Lipids"	"Fatty Acid Esters"
"18929"	"HMDB38079"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"18930"	"HMDB38080"	"NA"	"Lipids"	"Prenol Lipids"
"18931"	"HMDB38081"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"18932"	"HMDB38083"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"18933"	"HMDB38084"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"18934"	"HMDB38085"	"NA"	"Polyketides"	"Flavonoids"
"18935"	"HMDB38086"	"NA"	"Polyketides"	"Flavonoids"
"18936"	"HMDB38087"	"NA"	"Polyketides"	"Flavonoids"
"18937"	"HMDB38088"	"NA"	"Polyketides"	"Flavonoids"
"18938"	"HMDB38089"	"NA"	"Polyketides"	"Flavonoids"
"18939"	"HMDB38090"	"NA"	"Polyketides"	"Flavonoids"
"18940"	"HMDB38091"	"NA"	"Polyketides"	"Flavonoids"
"18941"	"HMDB38092"	"NA"	"Polyketides"	"Flavonoids"
"18942"	"HMDB38093"	"NA"	"Polyketides"	"Flavonoids"
"18943"	"HMDB38094"	"NA"	"Polyketides"	"Flavonoids"
"18944"	"HMDB38095"	"NA"	"Polyketides"	"Flavonoids"
"18945"	"HMDB38096"	"NA"	"Polyketides"	"Flavonoids"
"18946"	"HMDB38097"	"C12139"	"Polyketides"	"Flavonoids"
"18947"	"HMDB38098"	"NA"	"Polyketides"	"Flavonoids"
"18948"	"HMDB38099"	"NA"	"Polyketides"	"Flavonoids"
"18949"	"HMDB38100"	"NA"	"Polyketides"	"Flavonoids"
"18950"	"HMDB38101"	"NA"	"Polyketides"	"Flavonoids"
"18951"	"HMDB38102"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"18952"	"HMDB38103"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"18953"	"HMDB38104"	"NA"	"Lipids"	"Fatty Alcohols"
"18954"	"HMDB38105"	"NA"	"Lipids"	"Fatty Alcohols"
"18955"	"HMDB38106"	"NA"	"Lipids"	"Prenol Lipids"
"18956"	"HMDB38107"	"NA"	"Lipids"	"Prenol Lipids"
"18957"	"HMDB38108"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Oxepanes"
"18958"	"HMDB38109"	"NA"	"Polyketides"	"Flavonoids"
"18959"	"HMDB38110"	"NA"	"Polyketides"	"Flavonoids"
"18960"	"HMDB38111"	"C02549"	"Polyketides"	"Flavonoids"
"18961"	"HMDB38112"	"NA"	"Polyketides"	"Flavonoids"
"18962"	"HMDB38113"	"NA"	"Polyketides"	"Flavonoids"
"18963"	"HMDB38114"	"NA"	"Polyketides"	"Flavonoids"
"18964"	"HMDB38115"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"18965"	"HMDB38116"	"C12599"	"Lipids"	"Prenol Lipids"
"18966"	"HMDB38117"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Oligosaccharides"
"18967"	"HMDB38118"	"NA"	"Lipids"	"Prenol Lipids"
"18968"	"HMDB38119"	"NA"	"Lipids"	"Prenol Lipids"
"18969"	"HMDB38120"	"C09674"	"Lipids"	"Prenol Lipids"
"18970"	"HMDB38121"	"C20241"	"Lipids"	"Prenol Lipids"
"18971"	"HMDB38122"	"NA"	"Lipids"	"Prenol Lipids"
"18972"	"HMDB38123"	"NA"	"Lipids"	"Prenol Lipids"
"18973"	"HMDB38124"	"NA"	"Lipids"	"Prenol Lipids"
"18974"	"HMDB38125"	"NA"	"Lipids"	"Prenol Lipids"
"18975"	"HMDB38126"	"NA"	"Lipids"	"Prenol Lipids"
"18976"	"HMDB38127"	"NA"	"Polyketides"	"Flavonoids"
"18977"	"HMDB38128"	"NA"	"Polyketides"	"Flavonoids"
"18978"	"HMDB38130"	"NA"	"Lipids"	"Prenol Lipids"
"18979"	"HMDB38134"	"NA"	"Lipids"	"Prenol Lipids"
"18980"	"HMDB38135"	"NA"	"Lipids"	"Prenol Lipids"
